index,score,background,lung_L,lung_R,infection
radiopaedia_27_86410_0,Spec,0.953318196782968,0.9968752923298377,0.9976227296410809,0.9970912139094863
radiopaedia_29_86490_1,DSC,0.9981854524132396,0.874389749153284,0.9570890309743875,0.0018523835545388029
radiopaedia_29_86490_1,Sens,0.9989794478880618,0.7897898516115219,0.9283198982421074,0.6134969325153374
radiopaedia_29_86490_1,Spec,0.9638919747788166,0.9994986421196971,0.9995395916843809,0.9935387915165759
radiopaedia_29_86491_1,DSC,0.9978159497869407,0.9817343061588454,0.9845226708288901,0.8639565801376059
radiopaedia_29_86491_1,Sens,0.9967488190316822,0.9934738298515065,0.9881041249589992,0.8724947403388329
radiopaedia_29_86491_1,Spec,0.9920632867714776,0.9981192824725369,0.9986968926078061,0.9998402569149238
radiopaedia_36_86526_0,DSC,0.9976030102449467,0.96946753942539,0.972997582868267,0.6371705830017036
radiopaedia_36_86526_0,Sens,0.9991724056948885,0.9509206144904603,0.9658594225849677,0.6914556014609904
radiopaedia_36_86526_0,Spec,0.9743411073763159,0.9992920912930808,0.9985584350372689,0.998201891276551
radiopaedia_40_86625_0,DSC,0.9973245992183694,0.708979136332286,0.803567187313874,0.8239760047291973
radiopaedia_40_86625_0,Sens,0.9986995801389202,0.7758411036159987,0.8187501582294976,0.7725817770673321
radiopaedia_40_86625_0,Spec,0.9462730732653939,0.9956882975302735,0.9959414415044594,0.9955331447136158
radiopaedia_4_85506_1,DSC,0.9964661314368133,0.8830461874478063,0.9355977240628452,0.5803657346685498
radiopaedia_4_85506_1,Sens,0.9981023061738108,0.9621936793476359,0.9701704511887629,0.416164700952069
radiopaedia_4_85506_1,Spec,0.9645882214803823,0.9894982483647736,0.9940001057900363,0.9995043779834158
radiopaedia_7_85703_0,DSC,0.9979316316140621,0.9782011365049702,0.9355879326939033,0.8023814647442795
radiopaedia_7_85703_0,Sens,0.9982716506495288,0.9845263115818086,0.9829397185723032,0.7020391939457017
radiopaedia_7_85703_0,Spec,0.9814149877148679,0.9984030613156092,0.9950530559285019,0.9989530895073571
